,laptop_id,company,product,type_name,inches,screen_resolution,screen_resolution_width,screen_resolution_height,cpu,ram,memory_disk,memory_ssd,gpu,op_sys,weight,price
373,379,Lenovo,IdeaPad 110-17ACL,Notebook,17.3,1600x900,1600,900,AMD,4,128,SSD,AMD,Windows 10,2.6,489.0
374,380,Dell,Inspiron 5379,2 in 1 Convertible,13.3,1920x1080,1920,1080,Intel Core,8,256,SSD,Intel,Windows 10,1.62,869.01
375,381,HP,15-bw003nv (A9-Series-9420/4GB/256GB/FHD/W10),Notebook,15.6,1920x1080,1920,1080,AMD,4,256,SSD,AMD,Windows 10,1.91,488.99
376,382,Lenovo,Yoga 11e,Netbook,11.6,1366x768,1366,768,Intel Other,4,128,SSD,Intel,Windows 10,1.59,553.0
377,383,Dell,Inspiron 3552,Notebook,15.6,1366x768,1366,768,Intel Other,4,500,HDD,Intel,Windows 10,1.8,309.0
378,384,Asus,VivoBook E403NA,Notebook,14.0,1366x768,1366,768,Intel Other,4,32,Storage,Intel,Windows 10,1.5,286.0
379,385,Acer,Aspire 7,Notebook,15.6,1920x1080,1920,1080,Intel Core,8,1000,HDD,Nvidia,Linux,2.4,846.0
380,386,HP,Omen 17-w212nv,Gaming,17.3,1920x1080,1920,1080,Intel Core,8,128,HDD,Nvidia,Windows 10,3.35,1191.0
381,387,Lenovo,V310-15ISK (i3-6006U/4GB/128GB/FHD/No,Notebook,15.6,1920x1080,1920,1080,Intel Core,4,128,SSD,Intel,No OS,1.85,403.5
382,388,Asus,ROG Strix,Gaming,15.6,1920x1080,1920,1080,Intel Core,8,128,HDD,Nvidia,Windows 10,2.3,1655.0
383,389,Lenovo,IdeaPad 720S-14IKB,Notebook,14.0,1920x1080,1920,1080,Intel Core,8,256,SSD,Nvidia,Windows 10,1.5,1099.0
384,390,Asus,Zenbook Flip,Ultrabook,13.3,1920x1080,1920,1080,Intel Core,16,512,SSD,Intel,Windows 10,1.1,1748.9
385,391,Lenovo,Thinkpad X1,Ultrabook,14.0,2560x1440,2560,1440,Intel Core,8,512,SSD,Intel,Windows 10,1.13,2282.0
386,392,Lenovo,Ideapad 510S-13IKB,Notebook,13.3,1920x1080,1920,1080,Intel Core,4,128,SSD,Intel,Windows 10,1.5,549.0
387,393,Dell,Precision 3510,Workstation,15.6,1920x1080,1920,1080,Intel Core,8,500,HDD,AMD,Windows 10,2.23,1369.0
388,394,Dell,Precision 5520,Workstation,15.6,1920x1080,1920,1080,Intel Core,8,256,SSD,Nvidia,Windows 10,2.0,2135.0
389,395,Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,2560x1440,2560,1440,Intel Core,16,512,SSD,Intel,Windows 10,1.42,2509.0
390,396,Asus,Rog GL753VD-GC042T,Gaming,17.3,1920x1080,1920,1080,Intel Core,8,1000,HDD,Nvidia,Windows 10,3.0,1039.0
391,397,Asus,Rog GL753VE-GC070T,Gaming,17.3,1920x1080,1920,1080,Intel Core,16,256,HDD,Nvidia,Windows 10,3.0,1591.0
392,399,Acer,Aspire 5,Notebook,15.6,1366x768,1366,768,Intel Core,12,1000,HDD,Nvidia,Windows 10,2.2,693.99
393,400,MSI,Leopard GP72M,Gaming,17.3,1920x1080,1920,1080,Intel Core,8,256,SSD,Nvidia,Windows 10,2.7,1349.0
394,401,Dell,Inspiron 5567,Notebook,15.6,1920x1080,1920,1080,Intel Core,8,256,SSD,AMD,Linux,2.33,778.87
395,402,HP,15-BW004nv (A9-9420/4GB/256GB/Radeon,Ultrabook,15.6,1920x1080,1920,1080,AMD,4,256,SSD,AMD,Windows 10,1.91,499.0
396,403,Lenovo,ThinkPad E580,Notebook,15.6,1920x1080,1920,1080,Intel Core,8,256,SSD,AMD,Windows 10,2.1,1229.56
397,404,Lenovo,ThinkPad L470,Notebook,14.0,1920x1080,1920,1080,Intel Core,8,256,SSD,Intel,Windows 10,1.9,938.0
398,405,Dell,Precision M5520,Workstation,15.6,3840x2160,3840,2160,Intel Core,8,256,SSD,Nvidia,Windows 10,1.78,2712.0
399,406,Lenovo,Thinkpad X1,Ultrabook,14.0,2560x1440,2560,1440,Intel Core,16,1000,SSD,Intel,Windows 10,1.13,2625.0
400,407,Lenovo,IdeaPad 320-15IAP,Notebook,15.6,1366x768,1366,768,Intel Other,4,1000,HDD,Intel,Windows 10,2.2,306.0
401,408,Asus,FX753VD-GC461T (i7-7700HQ/16GB/1TB,Gaming,17.3,1920x1080,1920,1080,Intel Core,16,256,HDD,Nvidia,Windows 10,2.9,1529.0
402,409,Lenovo,ThinkPad E580,Notebook,15.6,1920x1080,1920,1080,Intel Core,8,256,HDD,AMD,Windows 10,2.1,1144.5
403,410,Acer,Aspire 7,Notebook,15.6,1920x1080,1920,1080,Intel Core,8,256,SSD,Nvidia,Linux,2.5,879.0
404,411,MSI,GE73VR 7RF,Gaming,17.3,1920x1080,1920,1080,Intel Core,16,256,HDD,Nvidia,Windows 10,2.8,2249.0
405,412,Asus,Zenbook 3,Ultrabook,14.0,1920x1080,1920,1080,Intel Core,8,512,SSD,Intel,Windows 10,1.1,1873.0
406,413,Toshiba,Portege Z30-C-16P,Ultrabook,13.3,1920x1080,1920,1080,Intel Core,16,512,SSD,Intel,Windows 10,1.2,1747.0
407,414,Dell,Latitude 7480,Ultrabook,14.0,1920x1080,1920,1080,Intel Core,8,512,SSD,Intel,Windows 10,1.36,1680.0
408,415,Lenovo,IdeaPad 320-15ISK,Notebook,15.6,1920x1080,1920,1080,Intel Core,4,500,HDD,Intel,Windows 10,2.2,409.0
409,416,Lenovo,Lenovo IdeaPad,Notebook,11.6,1366x768,1366,768,Intel Other,2,32,Storage,Intel,Windows 10,1.15,304.45
410,417,Lenovo,ThinkPad P51,Workstation,15.6,1920x1080,1920,1080,Intel Core,8,512,SSD,Nvidia,Windows 10,2.67,1925.0
411,418,Lenovo,Thinkpad T470p,Ultrabook,14.0,2560x1440,2560,1440,Intel Core,8,512,SSD,Nvidia,Windows 10,1.7,1943.0
412,419,HP,15-BS028nv (i3-6006U/4GB/1TB/Radeon,Notebook,15.6,1920x1080,1920,1080,Intel Core,4,1000,HDD,AMD,Windows 10,2.1,469.0
413,420,Acer,Aspire R7,2 in 1 Convertible,13.3,1920x1080,1920,1080,Intel Core,8,256,SSD,Intel,Windows 10,1.6,789.01
414,421,Asus,ZenBook Flip,2 in 1 Convertible,13.3,1920x1080,1920,1080,Intel Core,8,256,SSD,Intel,Windows 10,1.27,928.0
415,422,Dell,Inspiron 3567,Notebook,15.6,1920x1080,1920,1080,Intel Core,4,256,SSD,AMD,Linux,2.3,598.9
416,423,Dell,Latitude 3380,Notebook,13.3,1366x768,1366,768,Intel Core,4,128,SSD,Intel,Windows 10,1.65,689.0
417,424,HP,EliteBook 1040,Ultrabook,14.0,1920x1080,1920,1080,Intel Core,8,256,SSD,Intel,Windows 10,1.43,1500.0
418,425,Dell,Inspiron 3567,Notebook,15.6,1366x768,1366,768,Intel Core,8,1000,HDD,Intel,Windows 10,2.14,539.95
419,426,Lenovo,ThinkPad E480,Ultrabook,14.0,1920x1080,1920,1080,Intel Core,8,256,SSD,AMD,Windows 10,1.75,1215.38
420,427,Lenovo,Yoga 720-15IKB,2 in 1 Convertible,15.6,3840x2160,3840,2160,Intel Core,16,512,SSD,Nvidia,Windows 10,2.0,1899.0
421,428,Chuwi,LapBook 12.3,Notebook,12.3,2736x1824,2736,1824,Intel Other,6,64,Storage,Intel,Windows 10,1.4,449.0
422,429,HP,ProBook 650,Notebook,15.6,1920x1080,1920,1080,Intel Core,8,256,SSD,Intel,Windows 10,2.31,1427.0
423,430,Asus,X542UQ-DM117 (i3-7100U/8GB/1TB/GeForce,Notebook,15.6,1920x1080,1920,1080,Intel Core,8,1000,HDD,Nvidia,Linux,2.3,597.0
424,431,Dell,Alienware 17,Gaming,17.3,2560x1440,2560,1440,Intel Core,16,256,HDD,Nvidia,Windows 10,4.42,2799.0
425,432,Dell,Inspiron 7577,Gaming,15.6,1920x1080,1920,1080,Intel Core,8,128,HDD,Nvidia,Windows 10,2.62,1159.0
426,433,Dell,Inspiron 5570,Notebook,15.6,1920x1080,1920,1080,Intel Core,8,256,HDD,AMD,Windows 10,2.02,1142.4
427,434,Dell,Latitude 5480,Ultrabook,14.0,1920x1080,1920,1080,Intel Core,8,256,SSD,Intel,Linux,1.6,1099.0
428,435,HP,Omen 17-w207nv,Gaming,17.3,1920x1080,1920,1080,Intel Core,12,256,HDD,Nvidia,Windows 10,3.35,1999.0
429,436,Mediacom,FlexBook Edge,2 in 1 Convertible,11.6,1920x1080,1920,1080,Intel Other,4,32,SSD,Intel,Windows 10,1.16,299.0
430,437,Samsung,Chromebook 3,Netbook,11.6,1366x768,1366,768,Intel Other,4,16,Storage,Intel,Android or Chrome,1.15,269.0
431,438,Lenovo,Thinkpad 13,Notebook,13.3,1920x1080,1920,1080,Intel Core,8,256,SSD,Intel,Windows 10,1.4,1010.0
432,439,Lenovo,IdeaPad 320s-14IKB,Notebook,14.0,1920x1080,1920,1080,Intel Core,4,128,SSD,Intel,Windows 10,1.7,599.0
433,440,Lenovo,Thinkpad T570,Workstation,15.6,3840x2160,3840,2160,Intel Core,16,512,SSD,Nvidia,Windows 10,2.3,2445.0
434,441,Lenovo,Thinkpad P51,Notebook,15.6,1920x1080,1920,1080,Intel Core,16,512,SSD,Nvidia,Windows 10,2.5,2449.0
435,442,Asus,Rog Strix,Gaming,17.3,1920x1080,1920,1080,AMD,8,256,HDD,AMD,Windows 10,3.2,1695.0
436,443,HP,15-ra044nv (N3060/4GB/500GB/W10),Notebook,15.6,1366x768,1366,768,Intel Other,4,500,HDD,Intel,Windows 10,2.1,347.0
437,444,Google,Pixelbook (Core,Ultrabook,12.3,2400x1600,2400,1600,Intel Core,16,512,SSD,Intel,Android or Chrome,1.1,2199.0
438,445,Lenovo,ThinkPad T470s,Ultrabook,14.0,2560x1440,2560,1440,Intel Core,24,512,SSD,Intel,Windows 10,1.32,2382.0
439,446,Asus,VivoBook Max,Notebook,15.6,1920x1080,1920,1080,Intel Core,4,256,SSD,Intel,Linux,2.0,559.0
440,447,Lenovo,IdeaPad 320-15AST,Notebook,17.3,1600x900,1600,900,AMD,8,1000,HDD,AMD,Windows 10,2.8,519.0
441,448,Dell,Inspiron 5570,Notebook,15.6,1920x1080,1920,1080,Intel Core,4,256,SSD,AMD,Windows 10,2.2,749.0
442,449,Lenovo,ThinkPad X270,Ultrabook,12.5,1920x1080,1920,1080,Intel Core,8,256,SSD,Intel,Windows 10,1.36,1429.0
443,450,Lenovo,IdeaPad 320-15IAP,Notebook,15.6,1920x1080,1920,1080,Intel Other,4,128,SSD,Intel,Windows 10,2.2,349.0
444,451,HP,Omen 15-AX205na,Gaming,15.6,1920x1080,1920,1080,Intel Core,8,128,HDD,Nvidia,Windows 10,2.2,1099.0
445,452,Dell,Latitude 5480,Notebook,14.0,1920x1080,1920,1080,Intel Core,8,256,SSD,Nvidia,Windows 10,1.64,1179.0
446,453,Acer,Aspire ES1-572,Notebook,15.6,1366x768,1366,768,Intel Core,4,500,HDD,Intel,Linux,2.4,441.8
447,454,Dell,Precision 3520,Workstation,15.6,1920x1080,1920,1080,Intel Other,8,64,HDD,Nvidia,Windows 10,2.23,1993.0
448,455,MSI,GV62 7RD-1686NL,Gaming,15.6,1920x1080,1920,1080,Intel Core,8,256,SSD,Nvidia,Windows 10,2.2,1027.74
449,456,Microsoft,Surface Laptop,Ultrabook,13.5,2256x1504,2256,1504,Intel Core,16,512,SSD,Intel,Windows 10,1.25,2589.0
450,457,HP,15-bs024nv (i5-7200U/8GB/128GB/W10),Notebook,15.6,1366x768,1366,768,Intel Core,8,128,SSD,Intel,Windows 10,1.91,589.0
451,458,Dell,Precision 3520,Workstation,15.6,1920x1080,1920,1080,Intel Core,16,256,SSD,Nvidia,Windows 10,2.17,1975.0
452,459,HP,ProBook 650,Workstation,15.6,1920x1080,1920,1080,Intel Core,8,512,SSD,Intel,Windows 10,2.31,1534.0
453,460,Lenovo,ThinkPad T470,Notebook,14.0,1920x1080,1920,1080,Intel Core,8,256,SSD,Intel,Windows 10,1.65,1345.0
454,461,Dell,Inspiron 5570,Notebook,15.6,1920x1080,1920,1080,Intel Core,8,128,HDD,AMD,Windows 10,2.36,979.0
455,462,Dell,Inspiron 3168,2 in 1 Convertible,11.6,1366x768,1366,768,Intel Other,4,500,HDD,Intel,Windows 10,1.47,479.0
456,463,Dell,Alienware 17,Notebook,17.3,1920x1080,1920,1080,Intel Core,8,1000,HDD,Nvidia,Windows 10,4.42,2046.0
457,464,Microsoft,Surface Laptop,Ultrabook,13.5,2256x1504,2256,1504,Intel Core,4,128,SSD,Intel,Windows 10,1.252,989.0
458,465,Microsoft,Surface Laptop,Ultrabook,13.5,2256x1504,2256,1504,Intel Core,8,256,SSD,Intel,Windows 10,1.25,1799.0
459,466,HP,17-BS092ND (i3-6006U/8GB/256GB/W10),Notebook,17.3,1600x900,1600,900,Intel Core,8,256,SSD,Intel,Windows 10,2.5,639.9
460,467,Acer,Aspire E5-576G,Notebook,15.6,1920x1080,1920,1080,Intel Core,4,1000,HDD,Nvidia,Windows 10,2.23,544.0
461,468,Acer,TravelMate B,Netbook,11.6,1366x768,1366,768,Intel Other,4,128,SSD,Intel,Windows 10,1.4,435.0
462,469,Asus,Pro P2540UA-AB51,Notebook,15.6,1920x1080,1920,1080,Intel Core,8,1000,HDD,Intel,Windows 10,2.37,749.0
463,470,Lenovo,IdeaPad 510s-14IKB,Notebook,14.0,1920x1080,1920,1080,Intel Core,8,512,SSD,AMD,No OS,1.5,799.0
464,471,Lenovo,Thinkpad P51,Notebook,15.6,1920x1080,1920,1080,Intel Core,8,256,SSD,Nvidia,Windows 10,2.67,2090.0
465,472,Asus,X541NA-PD1003Y (N4200/4GB/500GB/W10),Notebook,15.6,1366x768,1366,768,Intel Other,4,500,HDD,Intel,Windows 10,2.0,304.0
466,473,Acer,Aspire 5,Notebook,15.6,1366x768,1366,768,Intel Core,4,500,HDD,Nvidia,Windows 10,2.2,469.0
467,474,Dell,Inspiron 5570,Notebook,15.6,1920x1080,1920,1080,Intel Core,8,2000,HDD,AMD,Windows 10,2.02,759.0
468,475,HP,Omen 17-an006nv,Gaming,17.3,1920x1080,1920,1080,Intel Core,12,1000,HDD,Nvidia,Windows 10,3.78,1699.0
469,476,Lenovo,Thinkpad T460s,Ultrabook,14.0,2560x1440,2560,1440,Intel Core,12,256,SSD,Intel,Windows 10,1.4,1858.0
470,477,HP,Spectre x360,2 in 1 Convertible,13.3,3840x2160,3840,2160,Intel Core,8,512,SSD,Intel,Windows 10,1.29,1999.0
471,478,HP,ZBook 15u,Notebook,15.6,1920x1080,1920,1080,Intel Core,8,500,HDD,AMD,Windows 10,1.9,1154.0
472,479,Google,Pixelbook (Core,Ultrabook,12.3,2400x1600,2400,1600,Intel Core,8,128,SSD,Intel,Android or Chrome,1.1,1275.0
473,480,Dell,Latitude 7390,Ultrabook,13.3,1920x1080,1920,1080,Intel Core,8,256,SSD,Intel,Windows 10,1.42,1841.85
474,481,Asus,ZenBook Pro,Notebook,15.6,3840x2160,3840,2160,Intel Core,12,128,HDD,Intel,Windows 10,2.06,1299.0
475,482,Dell,Latitude E5470,Notebook,14.0,1366x768,1366,768,Intel Core,8,128,SSD,Intel,Windows 10,1.79,740.0
476,483,Dell,Precision M5520,Workstation,15.6,1920x1080,1920,1080,Intel Core,8,256,SSD,Nvidia,Windows 10,1.78,2408.0
477,484,Lenovo,Thinkpad T470,Notebook,14.0,1920x1080,1920,1080,Intel Core,8,180,SSD,Intel,Windows 10,1.7,1364.0
478,485,Dell,Inspiron 3576,Notebook,15.6,1920x1080,1920,1080,Intel Core,8,1000,HDD,AMD,Windows 10,2.2,675.0
479,486,Toshiba,Portege X30-D-10J,Notebook,13.3,1920x1080,1920,1080,Intel Core,8,256,SSD,Intel,Windows 10,1.05,1672.0
480,487,Dell,Inspiron 7570,Notebook,15.6,1920x1080,1920,1080,Intel Core,8,512,SSD,Nvidia,Windows 10,2.16,1262.0
481,488,Dell,Vostro 3568,Notebook,15.6,1366x768,1366,768,Intel Core,4,1000,HDD,Intel,Windows 10,2.18,586.6
482,489,HP,ProBook 430,Notebook,13.3,1920x1080,1920,1080,Intel Core,4,128,SSD,Intel,Windows 10,1.49,726.0
483,490,Chuwi,"Lapbook 15,6",Notebook,15.6,1920x1080,1920,1080,Intel Other,4,64,Storage,Intel,Windows 10,1.89,248.9
484,491,Lenovo,ThinkPad E570,Notebook,15.6,1366x768,1366,768,Intel Core,4,128,SSD,Intel,Windows 10,2.3,565.0
485,492,Lenovo,ThinkPad E480,Notebook,14.0,1920x1080,1920,1080,Intel Core,8,256,SSD,Intel,Windows 10,1.75,1049.0
486,493,Dell,Precision 3520,Workstation,15.6,1920x1080,1920,1080,Intel Core,16,512,SSD,Nvidia,Windows 10,2.17,2338.0
487,494,Dell,XPS 15,Notebook,15.6,1920x1080,1920,1080,Intel Core,16,512,SSD,Nvidia,Windows 10,2.06,1899.0
488,495,Lenovo,Thinkpad X270,Ultrabook,12.5,1920x1080,1920,1080,Intel Core,16,512,SSD,Intel,Windows 10,1.36,1798.0
489,496,Asus,Zenbook UX390UA,Ultrabook,12.5,1920x1080,1920,1080,Intel Core,16,512,SSD,Intel,Windows 10,0.91,1950.0
490,497,Lenovo,Thinkpad E570,Notebook,15.6,1920x1080,1920,1080,Intel Core,8,256,SSD,Nvidia,Windows 10,2.3,1011.99
491,498,Toshiba,Portege X30-D-10L,Ultrabook,13.3,1920x1080,1920,1080,Intel Core,32,512,SSD,Intel,Windows 10,1.05,2799.0
492,499,Asus,VivoBook Pro,Gaming,15.6,1920x1080,1920,1080,Intel Core,8,128,HDD,Nvidia,Windows 10,1.99,1350.0
493,500,Acer,Aspire 5,Notebook,15.6,1366x768,1366,768,AMD,8,1000,HDD,AMD,Windows 10,2.2,579.0
494,501,Asus,Rog G752VL-UH71T,Gaming,17.3,1920x1080,1920,1080,Intel Core,24,256,HDD,Nvidia,Windows 10,4.33,1269.0
495,502,Lenovo,Thinkpad X260,Ultrabook,12.5,1366x768,1366,768,Intel Core,8,180,SSD,Intel,Windows 10,1.3,1099.0
496,503,Lenovo,Ideapad 520-15IKBR,Notebook,15.6,1920x1080,1920,1080,Intel Core,8,256,SSD,Intel,Windows 10,2.17,898.9
497,504,HP,EliteBook 840,Notebook,14.0,1920x1080,1920,1080,Intel Core,8,1000,SSD,Intel,Windows 10,1.48,1749.0
498,505,Lenovo,ThinkPad 13,Notebook,13.3,1920x1080,1920,1080,Intel Core,8,256,SSD,Intel,Windows 10,1.4,949.0
499,506,Lenovo,ThinkPad L570,Notebook,15.6,1920x1080,1920,1080,Intel Core,8,256,SSD,Intel,Windows 10,2.3,911.0
500,507,Asus,VivoBook E201NA,Netbook,11.6,1366x768,1366,768,Intel Other,4,64,Storage,Intel,Windows 10,1.2,340.0
501,508,HP,15-BS026nv (i5-7200U/8GB/256GB/Radeon,Notebook,15.6,1366x768,1366,768,Intel Core,8,256,SSD,AMD,Windows 10,1.91,618.99
502,509,Lenovo,Yoga 920-13IKB,2 in 1 Convertible,13.9,1920x1080,1920,1080,Intel Core,8,256,SSD,Intel,Windows 10,1.4,1599.0
503,510,Lenovo,IdeaPad 320-14IAP,Notebook,14.0,1366x768,1366,768,Intel Other,4,500,HDD,Intel,Windows 10,2.1,299.0
504,511,Lenovo,Chromebook N23,Netbook,11.6,1366x768,1366,768,Intel Other,4,16,SSD,Intel,Android or Chrome,1.25,265.0
505,512,Lenovo,ThinkPad 13,Notebook,13.3,1920x1080,1920,1080,Intel Core,8,256,SSD,Intel,Windows 10,1.44,949.0
506,513,Asus,ZenBook UX510UX-CN211T,Notebook,15.6,1920x1080,1920,1080,Intel Core,8,256,HDD,Intel,Windows 10,2.0,1224.0
507,514,Acer,Aspire A515-51G-59QF,Notebook,15.6,1920x1080,1920,1080,Intel Core,4,1000,HDD,Nvidia,Windows 10,2.2,613.0
508,515,HP,Envy 13-AB002nv,Ultrabook,13.3,1920x1080,1920,1080,Intel Core,8,512,SSD,Intel,Windows 10,1.34,1323.0
509,516,Lenovo,Legion Y520-15IKBN,Gaming,15.6,1920x1080,1920,1080,Intel Core,8,256,HDD,Nvidia,No OS,2.4,1149.0
510,517,Dell,XPS 13,Ultrabook,13.3,1920x1080,1920,1080,Intel Core,8,128,SSD,Intel,Windows 10,1.29,899.0
511,518,Acer,Aspire A515-51G,Notebook,15.6,1920x1080,1920,1080,Intel Core,4,500,HDD,Nvidia,Windows 10,2.2,639.0
512,519,Dell,Vostro 5568,Notebook,15.6,1920x1080,1920,1080,Intel Core,8,1000,HDD,Intel,Windows 10,2.18,836.0
513,520,Dell,Inspiron 5570,Notebook,15.6,1920x1080,1920,1080,Intel Core,16,256,HDD,AMD,Windows 10,2.2,1219.24
514,521,Xiaomi,Mi Notebook,Notebook,15.6,1920x1080,1920,1080,Intel Core,16,256,SSD,Nvidia,No OS,1.95,1399.95
515,522,Asus,VivoBook E12,Netbook,11.6,1366x768,1366,768,Intel Other,2,32,Storage,Intel,Windows 10,1.1,245.0
516,523,HP,15-bs190od (i5-8250U/4GB/1TB/W10),Notebook,15.6,1366x768,1366,768,Intel Core,4,1000,HDD,Intel,Windows 10,2.04,521.47
517,524,Asus,ROG Zephyrus,Gaming,15.6,1920x1080,1920,1080,Intel Core,24,512,SSD,Nvidia,Windows 10,2.24,2968.0
518,525,HP,Probook 450,Notebook,15.6,1920x1080,1920,1080,Intel Core,8,256,SSD,Nvidia,Windows 10,2.04,889.0
519,526,Asus,FX753VE-GC155T (i7-7700HQ/16GB/1TB,Gaming,17.3,1920x1080,1920,1080,Intel Core,16,256,HDD,Nvidia,Windows 10,3.0,1504.0
520,527,Lenovo,Legion Y720-15IKB,Gaming,15.6,1920x1080,1920,1080,Intel Core,8,256,HDD,Nvidia,Windows 10,3.2,1399.0
521,528,HP,Spectre X360,Ultrabook,13.3,1920x1080,1920,1080,Intel Core,8,256,SSD,Intel,Windows 10,1.32,1399.0
522,529,Dell,Latitude 5480,Notebook,14.0,1920x1080,1920,1080,Intel Core,8,256,SSD,Intel,Windows 10,1.64,1279.73
523,530,HP,ProBook 440,Notebook,15.6,1366x768,1366,768,Intel Core,4,128,SSD,Intel,Windows 10,1.63,689.0
524,531,Dell,Inspiron 5770,Notebook,17.3,1920x1080,1920,1080,Intel Core,8,128,HDD,AMD,Linux,2.8,889.0
525,532,Lenovo,ThinkPad L470,Notebook,14.0,1920x1080,1920,1080,Intel Core,8,256,SSD,Intel,Windows 7,2.02,1340.0
526,533,Lenovo,IdeaPad 320-15IKB,Notebook,15.6,1920x1080,1920,1080,Intel Core,4,1000,HDD,Nvidia,Windows 10,2.2,799.0
527,534,Lenovo,IdeaPad 320-15ISK,Notebook,15.6,1366x768,1366,768,Intel Core,8,2000,HDD,Nvidia,No OS,2.2,459.0
528,535,Dell,Inspiron 3567,Notebook,15.6,1920x1080,1920,1080,Intel Core,4,500,HDD,AMD,Windows 10,2.3,585.0
529,536,Dell,Latitude 5580,Notebook,15.6,1920x1080,1920,1080,Intel Core,8,256,SSD,Intel,Windows 10,1.9,1377.0
530,537,Dell,Alienware 17,Gaming,17.3,1920x1080,1920,1080,Intel Core,16,128,HDD,Nvidia,Windows 10,4.42,3012.77
531,538,Toshiba,Satellite Pro,Notebook,15.6,1920x1080,1920,1080,Intel Core,8,500,HDD,Intel,Windows 10,2.0,860.0
532,539,Asus,Zenbook UX510UW-FI095T,Notebook,15.6,3840x2160,3840,2160,Intel Core,8,256,HDD,Nvidia,Windows 10,2.0,1299.0
533,540,Mediacom,SmartBook Edge,Notebook,13.3,1920x1080,1920,1080,Intel Other,4,32,SSD,Intel,Windows 10,1.2,369.0
534,541,Asus,ROG Strix,Gaming,15.6,1920x1080,1920,1080,Intel Core,8,128,HDD,Nvidia,Windows 10,2.3,1649.0
535,542,Dell,Latitude 5580,Notebook,15.6,1920x1080,1920,1080,Intel Core,8,256,SSD,Nvidia,Windows 10,1.93,1369.0
536,543,Dell,Inspiron 5570,Notebook,15.6,1920x1080,1920,1080,Intel Core,8,256,SSD,AMD,Windows 10,2.2,797.41
537,544,HP,250 G6,Notebook,15.6,1920x1080,1920,1080,Intel Other,4,256,SSD,Intel,Windows 10,1.86,398.99
538,545,HP,Omen 15-ce006nv,Gaming,17.3,1920x1080,1920,1080,Intel Core,12,1000,HDD,Nvidia,Windows 10,2.62,1799.0
539,546,Lenovo,Thinkpad E470,Notebook,14.0,1920x1080,1920,1080,Intel Core,8,256,SSD,Nvidia,Windows 10,1.87,859.0
540,547,Dell,XPS 13,Ultrabook,13.3,3200x1800,3200,1800,Intel Core,8,256,SSD,Intel,Windows 10,1.2,1399.0
541,548,Dell,Vostro 5468,Notebook,14.0,1920x1080,1920,1080,Intel Core,4,128,SSD,Intel,Windows 10,1.6,735.87
542,549,HP,Envy 13-AB020nr,Ultrabook,13.3,3200x1800,3200,1800,Intel Core,8,256,SSD,Intel,Windows 10,1.34,1145.0
543,550,Acer,Aspire 7,Gaming,15.6,1920x1080,1920,1080,Intel Core,8,1000,HDD,Nvidia,Linux,2.4,798.0
544,551,Asus,VivoBook X540YA-XX519T,Notebook,15.6,1366x768,1366,768,AMD,4,500,HDD,AMD,Windows 10,2.0,349.0
545,552,HP,ProBook 450,Notebook,15.6,1920x1080,1920,1080,Intel Core,4,128,SSD,Intel,Windows 10,2.1,705.5
546,553,Lenovo,ThinkPad E470,Notebook,14.0,1920x1080,1920,1080,Intel Core,4,500,HDD,Intel,Windows 10,1.87,785.0
547,554,Lenovo,V310-15ISK (i5-6200U/4GB/1TB/FHD/No,Notebook,15.6,1920x1080,1920,1080,Intel Core,4,1000,HDD,Intel,No OS,2.15,462.35
548,555,HP,250 G6,Notebook,15.6,1920x1080,1920,1080,Intel Core,4,500,HDD,Intel,Windows 10,1.86,397.0
549,556,Lenovo,ThinkPad T570,Notebook,15.6,1920x1080,1920,1080,Intel Core,8,512,SSD,Intel,Windows 10,1.99,1729.0
550,557,Lenovo,IdeaPad 320-15ISK,Notebook,15.6,1920x1080,1920,1080,Intel Core,4,128,SSD,Intel,Windows 10,2.2,499.0
551,558,Dell,Latitude 5580,Notebook,15.6,1920x1080,1920,1080,Intel Core,8,256,SSD,Intel,Windows 10,1.9,1116.99
552,559,Dell,Alienware 17,Gaming,17.3,1920x1080,1920,1080,Intel Core,16,256,HDD,Nvidia,Windows 10,4.42,2699.0
553,560,HP,17-X047na (i3-6006U/8GB/1TB/W10),Notebook,17.3,1600x900,1600,900,Intel Core,8,1000,HDD,Intel,Windows 10,2.65,544.15
554,561,HP,ProBook 470,Notebook,17.3,1920x1080,1920,1080,Intel Core,8,1000,HDD,Nvidia,Windows 10,2.63,1280.0
555,562,Asus,A541NA-GO342 (N3350/4GB/500GB/Linux),Notebook,15.6,1366x768,1366,768,Intel Other,4,500,HDD,Intel,Linux,2.0,224.0
556,563,Mediacom,SmartBook 130,Notebook,13.3,1920x1080,1920,1080,Intel Other,4,32,Storage,Intel,Windows 10,1.35,255.0
557,564,Lenovo,IdeaPad 320-17IKB,Notebook,17.3,1600x900,1600,900,Intel Core,6,128,HDD,Nvidia,Windows 10,2.8,949.0
558,565,HP,15-bw007nv (A10-9620P/6GB/128GB/Radeon,Notebook,15.6,1920x1080,1920,1080,AMD,6,128,SSD,AMD,Windows 10,1.91,568.9
559,566,Dell,Vostro 3568,Notebook,15.6,1366x768,1366,768,Intel Core,4,1000,HDD,AMD,Windows 10,2.18,617.9
560,567,Acer,Spin SP111-31,2 in 1 Convertible,11.6,1920x1080,1920,1080,Intel Other,4,32,Storage,Intel,Windows 10,1.25,349.0
