datetime,weathersit,temp,atemp,hum,windspeed,cnt
2011-12-28 23:00:00,1,0.22,0.2121,0.44,0.2537,39
2011-12-29 00:00:00,2,0.22,0.2273,0.47,0.19399999999999998,28
2011-12-29 01:00:00,1,0.22,0.2121,0.47,0.2239,15
2011-12-29 02:00:00,1,0.2,0.2273,0.51,0.1045,3
2011-12-29 03:00:00,1,0.2,0.19699999999999998,0.55,0.19399999999999998,2
2011-12-29 04:00:00,1,0.2,0.2121,0.55,0.1642,3
2011-12-29 05:00:00,1,0.2,0.2273,0.55,0.1045,10
2011-12-29 06:00:00,1,0.2,0.2576,0.59,0.0,41
2011-12-29 07:00:00,1,0.18,0.2121,0.64,0.0896,106
2011-12-29 08:00:00,2,0.2,0.2576,0.64,0.0,210
2011-12-29 09:00:00,2,0.2,0.2121,0.64,0.1343,170
2011-12-29 10:00:00,2,0.22,0.2273,0.64,0.1642,110
2011-12-29 11:00:00,2,0.24,0.2576,0.6,0.0896,122
2011-12-29 12:00:00,2,0.26,0.2727,0.56,0.1045,130
2011-12-29 13:00:00,2,0.28,0.2879,0.52,0.1045,131
2011-12-29 14:00:00,2,0.3,0.3333,0.52,0.0,142
2011-12-29 15:00:00,2,0.3,0.3182,0.52,0.0896,177
2011-12-29 16:00:00,1,0.3,0.303,0.52,0.1642,177
2011-12-29 17:00:00,1,0.3,0.303,0.61,0.1642,240
2011-12-29 18:00:00,1,0.3,0.303,0.56,0.1343,207
2011-12-29 19:00:00,1,0.3,0.3182,0.56,0.1045,135
2011-12-29 20:00:00,1,0.28,0.2879,0.65,0.1045,96
2011-12-29 21:00:00,2,0.28,0.2879,0.61,0.1343,68
2011-12-29 22:00:00,1,0.28,0.2879,0.65,0.1343,55
2011-12-29 23:00:00,1,0.3,0.303,0.65,0.1642,45
2011-12-30 00:00:00,1,0.28,0.2879,0.7,0.1343,30
2011-12-30 01:00:00,1,0.26,0.2879,0.65,0.0896,20
2011-12-30 02:00:00,1,0.24,0.2576,0.7,0.1045,12
2011-12-30 03:00:00,1,0.24,0.2576,0.7,0.1045,6
2011-12-30 04:00:00,1,0.24,0.2576,0.7,0.0896,2
2011-12-30 05:00:00,1,0.22,0.2576,0.75,0.0896,10
2011-12-30 06:00:00,1,0.24,0.2576,0.7,0.0896,32
2011-12-30 07:00:00,1,0.24,0.2576,0.75,0.0896,95
2011-12-30 08:00:00,2,0.24,0.2576,0.75,0.0896,205
2011-12-30 09:00:00,1,0.26,0.303,0.75,0.0,194
2011-12-30 10:00:00,1,0.3,0.2879,0.65,0.2537,118
2011-12-30 11:00:00,1,0.32,0.3182,0.66,0.19399999999999998,171
2011-12-30 12:00:00,1,0.32,0.3333,0.57,0.1343,197
2011-12-30 13:00:00,2,0.36,0.3485,0.53,0.1343,207
2011-12-30 14:00:00,2,0.4,0.4091,0.47,0.0896,245
2011-12-30 15:00:00,1,0.42,0.4242,0.44,0.0,292
2011-12-30 16:00:00,1,0.42,0.4242,0.47,0.19399999999999998,283
2011-12-30 17:00:00,1,0.38,0.3939,0.54,0.1642,242
2011-12-30 18:00:00,1,0.36,0.3485,0.62,0.1343,182
2011-12-30 19:00:00,2,0.34,0.303,0.49,0.4179,112
2011-12-30 20:00:00,2,0.34,0.3485,0.66,0.1045,91
2011-12-30 21:00:00,2,0.36,0.3636,0.66,0.1045,95
2011-12-30 22:00:00,2,0.34,0.3333,0.71,0.1642,85
2011-12-30 23:00:00,2,0.36,0.3333,0.66,0.2537,73
2011-12-31 00:00:00,2,0.38,0.3939,0.62,0.3284,44
2011-12-31 01:00:00,2,0.4,0.4091,0.62,0.2836,35
2011-12-31 02:00:00,2,0.4,0.4091,0.62,0.2836,28
2011-12-31 03:00:00,2,0.4,0.4091,0.62,0.2836,18
2011-12-31 04:00:00,1,0.38,0.3939,0.71,0.2239,10
2011-12-31 05:00:00,2,0.36,0.3485,0.76,0.2239,1
2011-12-31 06:00:00,2,0.4,0.4091,0.71,0.0896,6
2011-12-31 07:00:00,3,0.38,0.3939,0.76,0.0,19
2011-12-31 08:00:00,1,0.34,0.3333,0.81,0.1343,49
2011-12-31 09:00:00,1,0.38,0.3939,0.76,0.0,90
2011-12-31 10:00:00,1,0.4,0.4091,0.76,0.1642,128
2011-12-31 11:00:00,1,0.42,0.4242,0.71,0.1642,217
2011-12-31 12:00:00,1,0.52,0.5,0.39,0.2985,273
2011-12-31 13:00:00,1,0.5,0.4848,0.42,0.4925,313
2011-12-31 14:00:00,1,0.46,0.4545,0.51,0.3284,300
2011-12-31 15:00:00,1,0.46,0.4545,0.47,0.4925,253
2011-12-31 16:00:00,1,0.44,0.4394,0.51,0.3881,195
2011-12-31 17:00:00,1,0.42,0.4242,0.54,0.19399999999999998,129
2011-12-31 18:00:00,1,0.42,0.4242,0.54,0.1343,93
2011-12-31 19:00:00,1,0.42,0.4242,0.54,0.2239,92
2011-12-31 20:00:00,1,0.42,0.4242,0.54,0.2239,71
2011-12-31 21:00:00,1,0.4,0.4091,0.58,0.19399999999999998,52
2011-12-31 22:00:00,1,0.38,0.3939,0.62,0.1343,38
2011-12-31 23:00:00,1,0.36,0.3788,0.66,0.0,31
2012-01-01 00:00:00,1,0.36,0.3788,0.66,0.0,48
2012-01-01 01:00:00,1,0.36,0.3485,0.66,0.1343,93
2012-01-01 02:00:00,1,0.32,0.3485,0.76,0.0,75
2012-01-01 03:00:00,1,0.3,0.3333,0.81,0.0,52
2012-01-01 04:00:00,1,0.28,0.303,0.81,0.0896,8
2012-01-01 05:00:00,1,0.28,0.2879,0.81,0.1045,5
2012-01-01 06:00:00,1,0.26,0.2727,0.93,0.1343,2
2012-01-01 07:00:00,1,0.26,0.2576,0.93,0.1642,7
2012-01-01 08:00:00,1,0.26,0.2727,0.87,0.1045,14
2012-01-01 09:00:00,1,0.26,0.2727,0.93,0.1045,40
2012-01-01 10:00:00,1,0.3,0.3182,0.81,0.1045,70
2012-01-01 11:00:00,1,0.34,0.3333,0.76,0.1343,138
2012-01-01 12:00:00,1,0.4,0.4091,0.62,0.2836,201
2012-01-01 13:00:00,1,0.42,0.4242,0.58,0.2836,223
2012-01-01 14:00:00,1,0.44,0.4394,0.54,0.2985,267
2012-01-01 15:00:00,1,0.46,0.4545,0.51,0.2985,265
2012-01-01 16:00:00,2,0.44,0.4394,0.54,0.2985,215
2012-01-01 17:00:00,2,0.48,0.4697,0.48,0.1642,111
2012-01-01 18:00:00,3,0.46,0.4545,0.59,0.2537,106
2012-01-01 19:00:00,3,0.42,0.4242,0.67,0.3881,105
2012-01-01 20:00:00,2,0.44,0.4394,0.62,0.2985,83
2012-01-01 21:00:00,2,0.44,0.4394,0.67,0.2537,71
2012-01-01 22:00:00,1,0.46,0.4545,0.55,0.4179,66
2012-01-01 23:00:00,1,0.44,0.4394,0.51,0.2985,29
2012-01-02 00:00:00,1,0.4,0.4091,0.4,0.4627,39
2012-01-02 01:00:00,1,0.36,0.3333,0.43,0.4179,12
2012-01-02 02:00:00,1,0.36,0.3182,0.34,0.4478,7
2012-01-02 04:00:00,1,0.28,0.2576,0.45,0.3284,4
2012-01-02 05:00:00,1,0.28,0.2576,0.45,0.3284,4
2012-01-02 06:00:00,1,0.26,0.2273,0.41,0.3881,14
2012-01-02 07:00:00,1,0.24,0.2121,0.32,0.3881,16
2012-01-02 08:00:00,1,0.24,0.2273,0.35,0.2537,53
2012-01-02 09:00:00,1,0.24,0.2576,0.35,0.0,68
2012-01-02 10:00:00,1,0.26,0.2424,0.35,0.2836,109
2012-01-02 11:00:00,1,0.26,0.2121,0.35,0.4925,175
2012-01-02 12:00:00,1,0.28,0.2727,0.36,0.2537,202
2012-01-02 13:00:00,1,0.3,0.2727,0.36,0.2985,176
2012-01-02 14:00:00,1,0.3,0.2727,0.36,0.4179,151
2012-01-02 15:00:00,1,0.28,0.2424,0.38,0.4478,168
2012-01-02 16:00:00,1,0.26,0.2273,0.35,0.4179,154
2012-01-02 17:00:00,1,0.26,0.2273,0.35,0.3881,153
2012-01-02 18:00:00,1,0.26,0.2424,0.33,0.2537,126
2012-01-02 19:00:00,1,0.24,0.2273,0.38,0.2239,93
2012-01-02 20:00:00,1,0.24,0.2273,0.41,0.2239,88
2012-01-02 21:00:00,2,0.24,0.2121,0.41,0.3284,66
2012-01-02 22:00:00,2,0.22,0.2121,0.44,0.2836,39
2012-01-02 23:00:00,1,0.22,0.2121,0.44,0.2537,34
2012-01-03 00:00:00,1,0.2,0.19699999999999998,0.51,0.2537,13
2012-01-03 01:00:00,1,0.18,0.1818,0.55,0.2239,6
2012-01-03 02:00:00,1,0.18,0.1667,0.51,0.2537,3
2012-01-03 03:00:00,1,0.16,0.1364,0.55,0.2836,2
2012-01-03 04:00:00,1,0.16,0.1515,0.55,0.2537,5
2012-01-03 05:00:00,1,0.14,0.1364,0.54,0.19399999999999998,12
2012-01-03 06:00:00,1,0.14,0.1212,0.59,0.2836,85
2012-01-03 07:00:00,1,0.14,0.1212,0.59,0.2537,170
2012-01-03 08:00:00,1,0.16,0.1364,0.55,0.2836,354
2012-01-03 09:00:00,1,0.16,0.1364,0.5,0.2836,153
2012-01-03 10:00:00,1,0.16,0.1212,0.47,0.4627,60
2012-01-03 11:00:00,1,0.18,0.1364,0.37,0.5224,75
2012-01-03 12:00:00,1,0.18,0.1364,0.37,0.5224,74
2012-01-03 13:00:00,1,0.18,0.1212,0.34,0.6567,73
2012-01-03 14:00:00,1,0.16,0.1212,0.43,0.5224,79
2012-01-03 15:00:00,1,0.16,0.1212,0.37,0.4179,77
2012-01-03 16:00:00,1,0.14,0.0909,0.39,0.5821,136
2012-01-03 17:00:00,1,0.14,0.1061,0.26,0.4627,245
2012-01-03 18:00:00,1,0.14,0.0909,0.26,0.5224,224
2012-01-03 19:00:00,1,0.12,0.0909,0.28,0.4179,156
2012-01-03 20:00:00,1,0.12,0.1212,0.33,0.2537,115
2012-01-03 21:00:00,1,0.1,0.1061,0.36,0.2239,68
2012-01-03 22:00:00,1,0.1,0.1061,0.46,0.2537,33
2012-01-03 23:00:00,1,0.1,0.0758,0.46,0.3881,18
2012-01-04 00:00:00,1,0.08,0.0606,0.42,0.3284,9
2012-01-04 01:00:00,1,0.04,0.0303,0.38,0.2985,3
2012-01-04 02:00:00,1,0.02,0.0152,0.34,0.2836,1
2012-01-04 03:00:00,1,0.02,0.0152,0.34,0.2836,1
2012-01-04 04:00:00,1,0.02,0.0455,0.41,0.19399999999999998,2
2012-01-04 05:00:00,1,0.02,0.0455,0.41,0.19399999999999998,14
2012-01-04 06:00:00,1,0.02,0.0455,0.41,0.1642,59
2012-01-04 07:00:00,1,0.02,0.0455,0.44,0.19399999999999998,152
2012-01-04 08:00:00,1,0.02,0.0606,0.44,0.1343,315
2012-01-04 09:00:00,1,0.04,0.0606,0.45,0.1343,180
2012-01-04 10:00:00,1,0.06,0.1061,0.45,0.0,64
2012-01-04 11:00:00,2,0.08,0.1212,0.42,0.0896,46
2012-01-04 12:00:00,2,0.1,0.1061,0.46,0.19399999999999998,84
2012-01-04 13:00:00,2,0.14,0.1212,0.43,0.2537,91
2012-01-04 14:00:00,2,0.14,0.1212,0.46,0.2537,75
2012-01-04 15:00:00,2,0.18,0.1515,0.37,0.3284,90
2012-01-04 16:00:00,2,0.18,0.1667,0.4,0.2836,131
2012-01-04 17:00:00,2,0.2,0.19699999999999998,0.4,0.19399999999999998,281
2012-01-04 18:00:00,2,0.2,0.2121,0.37,0.1343,289
2012-01-04 19:00:00,2,0.2,0.2273,0.4,0.1045,184
2012-01-04 20:00:00,2,0.2,0.19699999999999998,0.4,0.19399999999999998,123
2012-01-04 21:00:00,2,0.2,0.2576,0.44,0.0,90
2012-01-04 22:00:00,2,0.2,0.2273,0.47,0.0896,52
2012-01-04 23:00:00,2,0.2,0.2273,0.44,0.1045,32
2012-01-05 00:00:00,2,0.22,0.2273,0.47,0.19399999999999998,14
2012-01-05 01:00:00,1,0.2,0.2273,0.51,0.0896,5
2012-01-05 02:00:00,1,0.2,0.2273,0.51,0.0896,4
2012-01-05 03:00:00,1,0.2,0.2576,0.61,0.0,4
2012-01-05 04:00:00,2,0.2,0.2273,0.59,0.0896,5
2012-01-05 05:00:00,2,0.2,0.2273,0.59,0.0896,26
2012-01-05 06:00:00,2,0.2,0.2121,0.75,0.1343,78
2012-01-05 07:00:00,2,0.2,0.2273,0.69,0.0896,215
2012-01-05 08:00:00,2,0.2,0.2576,0.75,0.0,388
2012-01-05 09:00:00,2,0.22,0.2727,0.69,0.0,227
2012-01-05 10:00:00,2,0.24,0.2576,0.52,0.0896,86
2012-01-05 11:00:00,1,0.3,0.3333,0.49,0.0,84
2012-01-05 12:00:00,1,0.3,0.2879,0.49,0.2537,120
2012-01-05 13:00:00,1,0.34,0.303,0.42,0.2985,118
2012-01-05 14:00:00,1,0.34,0.3182,0.39,0.2836,117
2012-01-05 15:00:00,1,0.36,0.3333,0.34,0.2836,119
2012-01-05 16:00:00,1,0.36,0.3333,0.34,0.2836,197
2012-01-05 17:00:00,2,0.36,0.3485,0.34,0.19399999999999998,412
2012-01-05 18:00:00,1,0.34,0.3333,0.36,0.1642,383
2012-01-05 19:00:00,1,0.34,0.3485,0.34,0.0896,265
2012-01-05 20:00:00,1,0.3,0.3333,0.49,0.0,177
2012-01-05 21:00:00,1,0.26,0.2727,0.6,0.1343,97
2012-01-05 22:00:00,1,0.26,0.2576,0.6,0.1642,71
2012-01-05 23:00:00,1,0.24,0.2576,0.7,0.1045,60
2012-01-06 00:00:00,1,0.22,0.2576,0.75,0.0896,25
2012-01-06 01:00:00,1,0.22,0.2727,0.75,0.0,8
2012-01-06 02:00:00,1,0.22,0.2273,0.69,0.1642,5
2012-01-06 03:00:00,1,0.22,0.2424,0.69,0.1045,4
2012-01-06 04:00:00,1,0.22,0.2273,0.69,0.1343,3
2012-01-06 05:00:00,2,0.2,0.2121,0.8,0.1343,13
2012-01-06 06:00:00,2,0.22,0.2424,0.73,0.1045,70
2012-01-06 07:00:00,2,0.24,0.2879,0.65,0.0,205
2012-01-06 08:00:00,1,0.24,0.2424,0.7,0.1343,447
2012-01-06 09:00:00,1,0.24,0.2424,0.7,0.1642,241
2012-01-06 10:00:00,1,0.26,0.2576,0.65,0.19399999999999998,116
2012-01-06 11:00:00,1,0.3,0.303,0.56,0.1642,138
2012-01-06 12:00:00,1,0.36,0.3333,0.5,0.2537,191
2012-01-06 13:00:00,1,0.4,0.4091,0.43,0.2836,204
2012-01-06 14:00:00,1,0.46,0.4545,0.36,0.19399999999999998,178
2012-01-06 15:00:00,1,0.52,0.5,0.27,0.2537,222
2012-01-06 16:00:00,1,0.52,0.5,0.27,0.2836,294
2012-01-06 17:00:00,1,0.46,0.4545,0.36,0.2239,476
2012-01-06 18:00:00,1,0.5,0.4848,0.29,0.2537,419
2012-01-06 19:00:00,1,0.46,0.4545,0.33,0.2836,272
2012-01-06 20:00:00,1,0.42,0.4242,0.41,0.19399999999999998,177
2012-01-06 21:00:00,1,0.4,0.4091,0.43,0.2239,154
2012-01-06 22:00:00,1,0.36,0.3485,0.5,0.19399999999999998,135
2012-01-06 23:00:00,1,0.36,0.3788,0.5,0.0,101
2012-01-07 00:00:00,1,0.36,0.3485,0.5,0.1642,79
2012-01-07 01:00:00,1,0.38,0.3939,0.46,0.1642,62
2012-01-07 02:00:00,1,0.36,0.3636,0.5,0.1045,38
2012-01-07 03:00:00,1,0.32,0.3333,0.57,0.1045,20
2012-01-07 04:00:00,1,0.32,0.3333,0.57,0.0896,10
2012-01-07 05:00:00,1,0.26,0.2727,0.75,0.1045,9
2012-01-07 06:00:00,1,0.26,0.2727,0.75,0.1045,7
2012-01-07 07:00:00,1,0.22,0.2273,0.87,0.19399999999999998,20
2012-01-07 08:00:00,1,0.24,0.2576,0.75,0.1045,64
2012-01-07 09:00:00,1,0.22,0.2273,0.8,0.1343,130
2012-01-07 10:00:00,1,0.28,0.303,0.75,0.0896,203
2012-01-07 11:00:00,1,0.34,0.3182,0.57,0.2239,324
2012-01-07 12:00:00,1,0.4,0.4091,0.43,0.2239,376
2012-01-07 13:00:00,1,0.44,0.4394,0.44,0.19399999999999998,445
2012-01-07 14:00:00,1,0.5,0.4848,0.42,0.2836,512
2012-01-07 15:00:00,1,0.58,0.5455,0.37,0.2985,449
2012-01-07 16:00:00,2,0.56,0.5303,0.37,0.2836,401
2012-01-07 17:00:00,2,0.54,0.5152,0.43,0.1343,322
2012-01-07 18:00:00,1,0.54,0.5152,0.45,0.1343,297
2012-01-07 19:00:00,1,0.52,0.5,0.42,0.1045,215
2012-01-07 20:00:00,1,0.5,0.4848,0.39,0.2537,170
2012-01-07 21:00:00,1,0.44,0.4394,0.44,0.2239,140
2012-01-07 22:00:00,1,0.44,0.4394,0.38,0.2537,109
2012-01-07 23:00:00,1,0.42,0.4242,0.38,0.2239,119
2012-01-08 00:00:00,1,0.38,0.3939,0.4,0.2836,91
2012-01-08 01:00:00,1,0.34,0.3333,0.42,0.19399999999999998,72
2012-01-08 02:00:00,1,0.36,0.3333,0.37,0.2836,67
2012-01-08 03:00:00,1,0.34,0.3333,0.42,0.1343,32
2012-01-08 04:00:00,1,0.32,0.303,0.49,0.2537,6
2012-01-08 05:00:00,2,0.32,0.3333,0.49,0.1045,2
2012-01-08 06:00:00,2,0.3,0.3333,0.52,0.0,2
2012-01-08 07:00:00,2,0.3,0.3333,0.52,0.0,24
2012-01-08 08:00:00,1,0.3,0.303,0.52,0.1343,57
2012-01-08 09:00:00,1,0.32,0.3333,0.53,0.1343,125
2012-01-08 10:00:00,1,0.34,0.3333,0.49,0.1642,208
2012-01-08 11:00:00,1,0.36,0.3485,0.46,0.2239,256
2012-01-08 12:00:00,1,0.38,0.3939,0.43,0.2239,351
2012-01-08 13:00:00,1,0.4,0.4091,0.37,0.2985,343
2012-01-08 14:00:00,1,0.4,0.4091,0.4,0.19399999999999998,328
2012-01-08 15:00:00,1,0.4,0.4091,0.37,0.2836,330
2012-01-08 16:00:00,1,0.4,0.4091,0.37,0.2985,314
2012-01-08 17:00:00,1,0.38,0.3939,0.4,0.2239,219
2012-01-08 18:00:00,1,0.34,0.3182,0.46,0.2239,181
2012-01-08 19:00:00,1,0.32,0.3182,0.49,0.19399999999999998,112
2012-01-08 20:00:00,1,0.3,0.303,0.52,0.1642,126
2012-01-08 21:00:00,1,0.28,0.2727,0.56,0.2239,91
2012-01-08 22:00:00,1,0.26,0.2727,0.6,0.1045,58
2012-01-08 23:00:00,1,0.26,0.2424,0.56,0.2537,30
2012-01-09 00:00:00,1,0.24,0.2273,0.6,0.2239,15
2012-01-09 01:00:00,1,0.24,0.2424,0.6,0.1343,5
2012-01-09 02:00:00,1,0.24,0.2424,0.56,0.1343,5
2012-01-09 03:00:00,1,0.24,0.2424,0.52,0.1642,3
2012-01-09 04:00:00,1,0.22,0.2424,0.64,0.1045,4
2012-01-09 05:00:00,2,0.2,0.2273,0.64,0.0896,21
2012-01-09 06:00:00,2,0.22,0.2273,0.6,0.1343,88
2012-01-09 07:00:00,2,0.22,0.2424,0.6,0.1045,240
2012-01-09 08:00:00,2,0.22,0.2576,0.55,0.0896,420
2012-01-09 09:00:00,2,0.22,0.2727,0.64,0.0,197
2012-01-09 10:00:00,1,0.24,0.2879,0.6,0.0,108
2012-01-09 11:00:00,2,0.26,0.2879,0.56,0.0896,88
2012-01-09 12:00:00,2,0.26,0.2727,0.56,0.1045,103
2012-01-09 13:00:00,2,0.26,0.2727,0.56,0.1045,80
2012-01-09 14:00:00,3,0.22,0.2273,0.75,0.1642,50
2012-01-09 15:00:00,3,0.22,0.2273,0.75,0.1642,69
2012-01-09 16:00:00,3,0.22,0.2576,0.87,0.0896,49
2012-01-09 17:00:00,3,0.22,0.2727,0.87,0.0,152
2012-01-09 18:00:00,4,0.2,0.2273,0.86,0.0896,164
2012-01-09 19:00:00,3,0.2,0.2273,0.93,0.0896,190
2012-01-09 20:00:00,2,0.2,0.2273,0.86,0.0896,132
2012-01-09 21:00:00,2,0.2,0.2576,0.93,0.0,79
2012-01-09 22:00:00,2,0.2,0.2273,0.92,0.1045,62
2012-01-09 23:00:00,2,0.22,0.2424,0.87,0.1045,52
2012-01-10 00:00:00,2,0.22,0.2424,0.87,0.1045,14
2012-01-10 01:00:00,2,0.22,0.2424,0.93,0.1045,5
2012-01-10 02:00:00,2,0.22,0.2273,0.87,0.1642,4
2012-01-10 04:00:00,2,0.2,0.2121,0.86,0.1642,4
2012-01-10 05:00:00,1,0.4,0.4091,0.47,0.2239,23
2012-01-10 06:00:00,2,0.18,0.1818,0.93,0.19399999999999998,79
2012-01-10 07:00:00,2,0.18,0.19699999999999998,0.93,0.1642,222
2012-01-10 08:00:00,2,0.18,0.19699999999999998,0.93,0.1642,471
2012-01-10 09:00:00,2,0.18,0.19699999999999998,0.93,0.1642,195
2012-01-10 10:00:00,2,0.18,0.19699999999999998,0.93,0.1642,83
2012-01-10 11:00:00,1,0.42,0.4242,0.38,0.2985,101
2012-01-10 12:00:00,1,0.42,0.4242,0.38,0.2985,140
2012-01-10 13:00:00,1,0.42,0.4242,0.38,0.2985,178
2012-01-10 14:00:00,1,0.42,0.4242,0.38,0.2985,106
2012-01-10 15:00:00,1,0.42,0.4242,0.38,0.2985,136
2012-01-10 16:00:00,1,0.42,0.4242,0.38,0.3582,240
2012-01-10 17:00:00,1,0.42,0.4242,0.38,0.2537,460
2012-01-10 18:00:00,1,0.4,0.4091,0.4,0.1045,385
2012-01-10 19:00:00,1,0.38,0.3939,0.46,0.1045,281
2012-01-10 20:00:00,1,0.34,0.3485,0.53,0.1045,200
2012-01-10 21:00:00,1,0.32,0.3333,0.66,0.0896,116
2012-01-10 22:00:00,1,0.3,0.303,0.7,0.0896,114
2012-01-10 23:00:00,1,0.26,0.2727,0.81,0.1045,41
2012-01-11 00:00:00,1,0.26,0.303,0.81,0.0,28
2012-01-11 01:00:00,1,0.24,0.2576,0.87,0.0896,7
2012-01-11 02:00:00,1,0.2,0.2121,0.85,0.1642,5
2012-01-11 03:00:00,1,0.22,0.2727,0.8,0.0,4
2012-01-11 04:00:00,1,0.2,0.2121,0.8,0.1343,2
2012-01-11 05:00:00,1,0.2,0.2121,0.8,0.1343,22
2012-01-11 06:00:00,1,0.2,0.2121,0.86,0.1343,74
2012-01-11 07:00:00,1,0.2,0.2121,0.8,0.1343,256
2012-01-11 08:00:00,1,0.2,0.2273,0.82,0.1045,499
2012-01-11 09:00:00,2,0.2,0.2121,0.86,0.1343,225
2012-01-11 10:00:00,2,0.24,0.2424,0.87,0.1343,97
2012-01-11 11:00:00,2,0.26,0.2879,0.87,0.0896,99
2012-01-11 12:00:00,3,0.3,0.3333,0.81,0.0,55
2012-01-11 13:00:00,3,0.32,0.3485,0.76,0.0,65
2012-01-11 14:00:00,3,0.32,0.3333,0.81,0.1045,73
2012-01-11 15:00:00,2,0.34,0.3485,0.87,0.0896,79
2012-01-11 16:00:00,2,0.34,0.3182,0.87,0.2537,118
2012-01-11 17:00:00,3,0.34,0.3182,0.87,0.2239,134
2012-01-11 18:00:00,3,0.34,0.3333,0.87,0.19399999999999998,98
2012-01-11 19:00:00,3,0.32,0.303,0.93,0.2239,93
2012-01-11 20:00:00,3,0.32,0.3182,0.93,0.1642,57
2012-01-11 21:00:00,3,0.34,0.3182,0.87,0.2239,29
2012-01-11 22:00:00,3,0.34,0.3333,0.87,0.19399999999999998,49
2012-01-11 23:00:00,3,0.34,0.3182,0.87,0.2239,9
2012-01-12 00:00:00,3,0.34,0.3333,0.93,0.19399999999999998,3
2012-01-12 01:00:00,3,0.36,0.3485,0.93,0.19399999999999998,3
2012-01-12 02:00:00,3,0.36,0.3485,0.93,0.2537,2
2012-01-12 03:00:00,3,0.36,0.3485,0.93,0.2537,3
2012-01-12 04:00:00,3,0.36,0.3485,0.93,0.19399999999999998,2
2012-01-12 05:00:00,3,0.34,0.3485,0.93,0.0896,16
2012-01-12 06:00:00,3,0.36,0.3485,0.93,0.1343,89
2012-01-12 07:00:00,2,0.34,0.3182,0.87,0.2836,220
2012-01-12 08:00:00,1,0.32,0.3182,0.81,0.19399999999999998,508
2012-01-12 09:00:00,1,0.32,0.3333,0.81,0.1045,230
2012-01-12 10:00:00,1,0.34,0.3485,0.81,0.1045,90
2012-01-12 11:00:00,2,0.34,0.3485,0.81,0.1045,119
2012-01-12 12:00:00,2,0.34,0.3485,0.81,0.1045,144
2012-01-12 13:00:00,1,0.42,0.4242,0.77,0.1642,183
2012-01-12 14:00:00,1,0.42,0.4242,0.77,0.1642,156
2012-01-12 15:00:00,1,0.44,0.4394,0.72,0.1343,188
2012-01-12 16:00:00,1,0.46,0.4545,0.67,0.19399999999999998,281
2012-01-12 17:00:00,1,0.46,0.4545,0.63,0.1642,495
2012-01-12 18:00:00,1,0.44,0.4394,0.67,0.19399999999999998,421
2012-01-12 19:00:00,2,0.42,0.4242,0.71,0.1642,330
2012-01-12 20:00:00,2,0.42,0.4242,0.71,0.19399999999999998,240
2012-01-12 21:00:00,1,0.44,0.4394,0.67,0.1343,174
2012-01-12 22:00:00,1,0.38,0.3939,0.76,0.2985,133
2012-01-12 23:00:00,1,0.4,0.4091,0.76,0.3284,67
2012-01-13 00:00:00,2,0.4,0.4091,0.71,0.2836,42
2012-01-13 01:00:00,2,0.38,0.3939,0.76,0.2985,12
2012-01-13 02:00:00,1,0.4,0.4091,0.76,0.3582,14
2012-01-13 03:00:00,1,0.36,0.3333,0.87,0.2537,7
2012-01-13 04:00:00,3,0.32,0.2879,0.7,0.4925,3
2012-01-13 05:00:00,2,0.3,0.2424,0.7,0.5522,21
2012-01-13 06:00:00,2,0.26,0.2576,0.75,0.2239,73
2012-01-13 07:00:00,1,0.26,0.2576,0.6,0.2239,177
2012-01-13 08:00:00,1,0.24,0.2121,0.52,0.3582,419
2012-01-13 09:00:00,1,0.22,0.19699999999999998,0.47,0.3881,214
2012-01-13 10:00:00,1,0.24,0.19699999999999998,0.44,0.4478,103
2012-01-13 11:00:00,1,0.24,0.1818,0.38,0.6119,114
2012-01-13 12:00:00,1,0.24,0.19699999999999998,0.38,0.4925,154
2012-01-13 13:00:00,1,0.26,0.2121,0.33,0.5224,154
2012-01-13 14:00:00,1,0.26,0.2121,0.33,0.5522,129
2012-01-13 15:00:00,1,0.26,0.2121,0.33,0.5821,138
2012-01-13 16:00:00,1,0.28,0.2424,0.3,0.4627,233
2012-01-13 17:00:00,1,0.28,0.2424,0.33,0.4179,332
2012-01-13 18:00:00,1,0.26,0.2273,0.38,0.2985,301
2012-01-13 19:00:00,1,0.26,0.2424,0.38,0.2836,206
2012-01-13 20:00:00,1,0.24,0.2424,0.41,0.1642,136
2012-01-13 21:00:00,1,0.24,0.2121,0.41,0.2836,102
2012-01-13 22:00:00,1,0.2,0.1818,0.47,0.3284,65
2012-01-13 23:00:00,1,0.18,0.1818,0.47,0.19399999999999998,65
2012-01-14 00:00:00,1,0.16,0.1818,0.47,0.1045,44
2012-01-14 01:00:00,1,0.16,0.1515,0.47,0.19399999999999998,50
2012-01-14 02:00:00,1,0.16,0.1667,0.47,0.1642,38
2012-01-14 03:00:00,1,0.14,0.1667,0.54,0.1045,20
2012-01-14 04:00:00,1,0.14,0.1515,0.5,0.1343,3
2012-01-14 05:00:00,1,0.14,0.1515,0.5,0.1343,4
2012-01-14 06:00:00,1,0.14,0.1515,0.5,0.0,5
2012-01-14 07:00:00,1,0.14,0.1515,0.5,0.1343,24
2012-01-14 08:00:00,1,0.12,0.1515,0.54,0.1045,92
2012-01-14 09:00:00,1,0.14,0.1667,0.5,0.1045,81
2012-01-14 10:00:00,1,0.16,0.2273,0.47,0.0,149
2012-01-14 11:00:00,1,0.2,0.19699999999999998,0.4,0.19399999999999998,178
